3,,5,,9,,1,,2,,4,,6,,7,,8,,10,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
700.0413818,-0.0002551089274,700.0413818,0.02376893163,700.0413818,0.009037557058,700.0413818,0.001351821935,700.0413818,0.000872793491,700.0413818,0.0002620968444,700.0413818,0.01093699504,700.0413818,0.004113048315,700.0143433,0.003613137873,700.0143433,0.01929105073,
699.0332031,-0.0007955750334,699.0332031,0.02505120263,699.0332031,0.009595779702,699.0332031,0.0009021823062,699.0332031,0.0006242225645,699.0332031,-0.0001480942592,699.0332031,0.01118306722,699.0332031,0.003916420974,699.0059814,0.003872906556,699.0059814,0.02007400244,
698.0246582,-0.0005209273077,698.0246582,0.027057603,698.0246582,0.01028073952,698.0246582,0.001246072585,698.0246582,0.000547600328,698.0246582,-0.0001037903276,698.0246582,0.0123217497,698.0246582,0.004734264687,697.9972534,0.003883588826,697.9972534,0.02091070823,
697.0158081,-0.000527235854,697.0158081,0.02946208976,697.0158081,0.01107741985,697.0158081,0.001156622428,697.0158081,0.0009097308503,697.0158081,0.0001302777237,697.0158081,0.01359377243,697.0158081,0.004944825079,696.9882202,0.004064026754,696.9882202,0.02219256572,
696.0066528,-0.0004313565732,696.0066528,0.03130313754,696.0066528,0.01177400444,696.0066528,0.001392851234,696.0066528,0.0006892168894,696.0066528,2.948511792E-5,696.0066528,0.01452242304,696.0066528,0.005599773489,695.9788208,0.00461544469,695.9788208,0.02382566966,
694.9971313,-0.0002829967125,694.9971313,0.03360649943,694.9971313,0.01259227097,694.9971313,0.001173727214,694.9971313,0.0007279277779,694.9971313,0.0002932834905,694.9971313,0.01545287576,694.9971313,0.006297679152,694.9691162,0.004888222087,694.9691162,0.02511814795,
693.9873047,-0.0002614730911,693.9873047,0.03593190014,693.9873047,0.0135442568,693.9873047,0.0008949192124,693.9873047,0.0007234938676,693.9873047,0.0003091366962,693.9873047,0.01654812135,693.9873047,0.006734118331,693.9590454,0.005037494004,693.9590454,0.02640777081,
692.9771118,-0.0005441444227,692.9771118,0.03849377856,692.9771118,0.01486165635,692.9771118,0.001462635933,692.9771118,0.0008015994099,692.9771118,0.0003900695883,692.9771118,0.01842172444,692.9771118,0.007287359331,692.9487305,0.005580946337,692.9487305,0.0280635152,
691.9666138,-0.0005042246776,691.9666138,0.04185474664,691.9666138,0.01569067873,691.9666138,0.001632378553,691.9666138,0.0009954718407,691.9666138,0.0002936202218,691.9666138,0.01948558725,691.9666138,0.007738708053,691.9379883,0.005656599998,691.9379883,0.0300743971,
690.9558105,-0.0005637409631,690.9558105,0.04442779347,690.9558105,0.01688054577,690.9558105,0.001394279534,690.9558105,0.001178788603,690.9558105,0.0002441474062,690.9558105,0.02093615942,690.9558105,0.008821252733,691.0714722,0.005865954794,691.0714722,0.03111680783,
689.9446411,-0.0002405175765,689.9446411,0.04830520973,689.9446411,0.01838043146,689.9446411,0.001350861276,689.9446411,0.001042098156,689.9446411,0.0003020648437,689.9446411,0.02286803909,689.9446411,0.009360153228,690.0601196,0.006778052077,690.0601196,0.03346721083,
688.9331665,-0.00034280197,688.9331665,0.05139942467,688.9331665,0.01979404129,688.9331665,0.001145228394,688.9331665,0.0006506132195,688.9331665,-2.925015906E-5,688.9331665,0.02439415082,688.9331665,0.009826292284,689.0485229,0.00679348642,689.0485229,0.03524962813,
688.065979,-0.0006687407149,688.065979,0.05440483615,688.065979,0.0202339571,688.065979,0.001338137779,688.065979,0.0005757748149,688.065979,-8.34483435E-5,688.065979,0.02531808242,688.065979,0.01047379896,688.0365601,0.007086895872,688.0365601,0.03702253103,
687.053894,-0.0004080299695,687.053894,0.05810808018,687.053894,0.02213102765,687.053894,0.001627519727,687.053894,0.0008024292765,687.053894,0.0004081027873,687.053894,0.0277054552,687.053894,0.01142951939,687.024292,0.007736125961,687.024292,0.03953892365,
686.0415039,-0.0004519408685,686.0415039,0.06233847514,686.0415039,0.02345165797,686.0415039,0.001033068285,686.0415039,0.0007358881412,686.0415039,0.000178572227,686.0415039,0.02931883372,686.0415039,0.01217155065,686.0117188,0.008130967617,686.0117188,0.04143809155,
