SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Sep 17 11:58:59 GMT+07:00 2024
User: optic
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4H09011
Integration Time (usec): 5000000 (USB4H09011)
Spectra Averaged: 7 (USB4H09011)
Boxcar Smoothing: 4 (USB4H09011)
Correct for Electrical Dark: No (USB4H09011)
Strobe/Lamp Enabled: Yes (USB4H09011)
Correct for Detector Non-linearity: No (USB4H09011)
Correct for Stray Light: No (USB4H09011)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
346,55	1304,26
346,77	1304,26
346,99	1304,26
347,20	1275,88
347,42	2692,27
347,64	3396,60
347,86	3753,15
348,07	4094,83
348,29	4286,04
348,51	4604,61
348,72	4614,43
348,94	4524,81
349,16	4531,93
349,37	4584,26
349,59	4176,98
349,81	4054,07
350,02	4094,70
350,24	4229,35
350,46	4436,65
350,67	4516,78
350,89	4582,18
351,11	4642,26
351,32	4624,31
351,54	4661,47
351,76	4637,74
351,98	4543,30
352,19	4517,10
352,41	4263,94
352,63	4299,63
352,84	4211,66
353,06	4152,24
353,28	4082,45
353,49	4078,16
353,71	4198,24
353,93	4533,49
354,14	4654,94
354,36	4702,33
354,58	4673,04
354,79	4761,04
355,01	4788,02
355,22	4868,18
355,44	5264,91
355,66	5265,72
355,87	4950,40
356,09	4894,52
356,31	4962,16
356,52	4815,42
356,74	4839,51
356,96	4742,93
357,17	4599,35
357,39	4268,78
357,61	4324,01
357,82	4325,96
358,04	4307,95
358,26	4181,46
358,47	4124,06
358,69	4115,02
358,90	4119,05
359,12	4198,01
359,34	4130,79
359,55	4022,96
359,77	4257,37
359,99	4398,45
360,20	4542,10
360,42	4687,54
360,63	4600,06
360,85	4679,58
361,07	4670,02
361,28	4609,10
361,50	4690,30
361,72	4385,87
361,93	4194,21
362,15	4164,50
362,36	4227,95
362,58	4254,54
362,80	4152,79
363,01	4305,58
363,23	4412,56
363,44	4400,73
363,66	4594,31
363,88	4540,22
364,09	4542,65
364,31	4432,19
364,52	4473,48
364,74	4479,85
364,96	4418,83
365,17	4514,34
365,39	4556,15
365,60	4532,77
365,82	4588,95
366,04	4542,39
366,25	4668,07
366,47	4550,07
366,68	4621,13
366,90	4540,61
367,12	4392,24
367,33	4323,68
367,55	4230,84
367,76	4289,71
367,98	4210,33
368,20	4102,21
368,41	4287,67
368,63	4401,31
368,84	4374,49
369,06	4380,80
369,27	4326,32
369,49	4596,13
369,71	4465,38
369,92	4489,08
370,14	4483,20
370,35	4495,29
370,57	4600,62
370,78	4681,40
371,00	4918,21
371,22	4956,67
371,43	4766,73
371,65	4881,80
371,86	4956,67
372,08	5160,36
372,29	4954,17
372,51	4906,12
372,72	4863,37
372,94	4711,21
373,16	4662,44
373,37	4711,27
373,59	4810,91
373,80	4831,55
374,02	4615,93
374,23	4673,37
374,45	4550,94
374,66	4667,03
374,88	4777,65
375,09	5002,47
375,31	5011,83
375,53	4949,78
375,74	4928,78
375,96	5098,27
376,17	5102,34
376,39	5068,66
376,60	4919,32
376,82	4671,45
377,03	4554,19
377,25	4307,27
377,46	4268,19
377,68	4257,73
377,89	4291,60
378,11	4295,63
378,32	4436,78
378,54	4475,95
378,75	4584,59
378,97	4558,65
379,19	4633,12
379,40	4603,28
379,62	4648,40
379,83	4493,50
380,05	4558,13
380,26	4638,10
380,48	4622,69
380,69	4619,96
380,91	4550,72
381,12	4510,63
381,34	4560,24
381,55	4501,92
381,77	4546,88
381,98	4638,10
382,20	4500,17
382,41	4549,22
382,63	4692,84
382,84	4903,26
383,06	5069,76
383,27	4962,88
383,49	5044,11
383,70	4934,08
383,92	4865,94
384,13	4836,46
384,35	4906,02
384,56	4723,43
384,78	4723,62
384,99	4685,79
385,21	4877,42
385,42	4769,91
385,63	4763,74
385,85	4638,49
386,06	4657,63
386,28	4635,20
386,49	4615,31
386,71	4499,48
386,92	4556,21
387,14	4486,81
387,35	4408,59
387,57	4551,53
387,78	4780,35
388,00	4698,79
388,21	4703,40
388,43	4813,15
388,64	4892,24
388,86	4754,90
389,07	4838,37
389,28	5211,40
389,50	5134,78
389,71	5163,77
389,93	5136,21
390,14	5173,82
390,36	5158,35
390,57	5128,60
390,79	5333,56
391,00	5248,33
391,22	4978,38
391,43	4955,17
391,64	4853,36
391,86	4894,78
392,07	4812,01
392,29	4844,49
392,50	4797,22
392,72	4697,13
392,93	4714,26
393,14	4618,72
393,36	4636,37
393,57	4582,51
393,79	4569,41
394,00	4583,81
394,22	4592,03
394,43	4725,09
394,65	4666,41
394,86	4742,09
395,07	4922,24
395,29	4932,26
395,50	4993,89
395,72	5061,60
395,93	4967,43
396,14	5013,66
396,36	4851,25
396,57	4926,63
396,79	5397,05
397,00	5363,66
397,22	5339,22
397,43	5203,17
397,64	5122,20
397,86	5177,20
398,07	5050,94
398,29	5136,89
398,50	4970,84
398,71	4582,12
398,93	4590,77
399,14	4591,77
399,36	4618,14
399,57	4786,30
399,78	4717,45
400,00	4607,08
400,21	4520,94
400,43	4644,89
400,64	4398,94
400,85	4414,06
401,07	4422,18
401,28	4463,24
401,50	4300,15
401,71	4354,53
401,92	4445,72
402,14	4555,85
402,35	4742,12
402,56	4831,26
402,78	4724,50
402,99	5423,96
403,21	5459,79
403,42	5423,38
403,63	5460,50
403,85	5472,17
404,06	5416,23
404,27	5145,28
404,49	5112,06
404,70	5295,95
404,92	4517,23
405,13	4577,34
405,34	4667,29
405,56	4580,40
405,77	4485,51
405,98	4424,49
406,20	4533,49
406,41	4598,99
406,62	4572,69
406,84	4758,80
407,05	4697,88
407,27	4758,83
407,48	4787,60
407,69	4785,94
407,91	4867,89
408,12	4979,52
408,33	4846,11
408,55	4680,58
408,76	4592,33
408,97	4521,04
409,19	4493,28
409,40	4597,01
409,61	4716,44
409,83	4720,83
410,04	4647,07
410,25	4645,70
410,47	4870,49
410,68	5068,69
410,89	5269,65
411,11	5200,41
411,32	5111,40
411,53	5203,53
411,75	5303,69
411,96	5252,45
412,17	5362,49
412,39	5302,71
412,60	5168,78
412,81	5043,85
413,03	5175,51
413,24	5144,99
413,45	5030,23
413,67	4879,72
413,88	4882,23
414,09	4875,30
414,30	4701,71
414,52	4591,84
414,73	4469,94
414,94	4348,20
415,16	4287,99
415,37	4437,95
415,58	5296,83
415,80	5240,49
416,01	5218,94
416,22	5319,52
416,44	5399,26
416,65	5415,25
416,86	5512,42
417,07	5618,20
417,29	5474,74
417,50	4604,68
417,71	4639,23
417,93	4632,73
418,14	4674,54
418,35	4762,50
418,56	4905,37
418,78	4914,05
418,99	4894,68
419,20	4891,52
419,42	5014,53
419,63	5030,82
419,84	5168,13
420,05	5094,66
420,27	4839,87
420,48	5131,92
420,69	5029,94
420,91	5091,54
421,12	5017,95
421,33	4963,14
421,54	4990,38
421,76	4820,11
421,97	4765,43
422,18	5112,12
422,39	4610,89
422,61	4659,39
422,82	4685,85
423,03	4823,39
423,24	4828,27
423,46	4715,30
423,67	4737,96
423,88	4917,99
424,09	4631,89
424,31	4688,39
424,52	4711,14
424,73	4729,51
424,94	4686,14
425,16	4724,44
425,37	4845,69
425,58	4882,49
425,79	4700,15
426,01	4708,15
426,22	4824,23
426,43	4904,69
426,64	4848,97
426,86	4812,63
427,07	4837,98
427,28	4685,36
427,49	4639,82
427,71	4641,48
427,92	4777,03
428,13	4894,06
428,34	4794,98
428,55	4828,98
428,77	4828,72
428,98	4790,62
429,19	4918,21
429,40	4925,56
429,62	5024,87
429,83	4970,71
430,04	4901,50
430,25	4961,77
430,46	5158,31
430,68	5177,23
430,89	5158,83
431,10	5195,92
431,31	5290,78
431,53	5313,24
431,74	5362,46
431,95	5280,51
432,16	5308,37
432,37	5078,86
432,59	5027,76
432,80	4929,56
433,01	4896,01
433,22	4883,11
433,43	4842,47
433,65	4772,58
433,86	4763,25
434,07	4724,18
434,28	4700,84
434,49	4749,56
434,71	4803,69
434,92	5956,79
435,13	6052,89
435,34	5954,88
435,55	5944,25
435,76	6093,29
435,98	6216,79
436,19	6257,55
436,40	6363,46
436,61	6333,07
436,82	5213,06
437,03	5085,01
437,25	5149,28
437,46	5110,07
437,67	4995,65
437,88	4919,84
438,09	5133,41
438,31	4967,17
438,52	5043,50
438,73	4968,21
438,94	4984,20
439,15	5045,06
439,36	5169,07
439,58	5174,86
439,79	5238,22
440,00	4961,29
440,21	4999,09
440,42	4996,00
440,63	5109,26
440,84	5096,45
441,06	5275,96
441,27	5212,50
441,48	5161,95
441,69	4955,08
441,90	5053,28
442,11	5117,32
442,32	5091,67
442,54	5095,41
442,75	5035,79
442,96	4881,61
443,17	4892,34
443,38	5073,92
443,59	5048,02
443,80	5085,82
444,02	5121,19
444,23	5126,23
444,44	5015,31
444,65	5167,22
444,86	5089,72
445,07	5140,60
445,28	5017,46
445,49	5029,84
445,71	5010,40
445,92	5008,49
446,13	5178,11
446,34	5207,53
446,55	5106,66
446,76	5198,49
446,97	5173,10
447,18	5190,01
447,40	5306,51
447,61	5319,88
447,82	5255,12
448,03	5078,02
448,24	5223,91
448,45	5227,91
448,66	5268,51
448,87	5267,90
449,08	5250,18
449,29	5174,89
449,51	5197,00
449,72	5251,32
449,93	5227,07
450,14	5166,28
450,35	5215,72
450,56	5126,29
450,77	5366,95
450,98	5795,13
451,19	5806,45
451,40	5823,06
451,61	5811,88
451,83	5960,17
452,04	6014,23
452,25	5983,87
452,46	6000,03
452,67	5823,77
452,88	5452,47
453,09	5636,73
453,30	5576,59
453,51	5637,12
453,72	5703,17
453,93	5648,43
454,14	5945,42
454,35	6044,21
454,57	6172,45
454,78	6250,08
454,99	6191,66
455,20	6215,59
455,41	6094,10
455,62	6068,62
455,83	6393,24
456,04	6124,69
456,25	6150,83
456,46	6061,34
456,67	6261,32
456,88	6391,94
457,09	6349,19
457,30	6496,16
457,51	6548,33
457,72	6223,35
457,93	6342,98
458,14	6383,49
458,36	6415,41
458,57	6409,43
458,78	6351,01
458,99	6438,91
459,20	6549,37
459,41	6414,50
459,62	6533,18
459,83	6522,59
460,04	6543,13
460,25	6537,96
460,46	6430,72
460,67	6372,92
460,88	6584,80
461,09	6603,95
461,30	6620,30
461,51	6608,18
461,72	6632,79
461,93	6691,72
462,14	6687,11
462,35	6605,93
462,56	6630,87
462,77	6427,73
462,98	6373,18
463,19	6658,27
463,40	6868,43
463,61	7003,40
463,82	7090,04
464,03	7278,42
464,24	7392,61
464,45	7599,00
464,66	7741,42
464,87	7865,50
465,08	8003,33
465,29	7925,77
465,50	7861,79
465,71	7880,68
465,92	7918,98
466,13	8032,88
466,34	7995,89
466,55	8016,17
466,76	8048,55
466,97	7910,75
467,18	7809,39
467,39	8345,02
467,60	8240,12
467,81	8155,17
468,02	8261,51
468,23	8288,42
468,44	8359,09
