432,9624023;0,291739732;432,9624023;1,070472956;
432,0405884;0,2966532111;432,0405884;1,072103143;
430,9649353;0,3042478859;430,9649353;1,073612809;
430,0427856;0,3123586476;430,0427856;1,076841712;
428,9667664;0,3210673332;428,9667664;1,08114779;
428,044281;0,3285380006;428,044281;1,085375547;
426,9678955;0,3363218904;426,9678955;1,09033215;
426,045105;0,3429106772;426,045105;1,094694018;
424,9683228;0,3533130288;424,9683228;1,102231383;
424,0451965;0,3617509007;424,0451965;1,109556556;
422,9680481;0,3717211485;422,9680481;1,117028356;
422,0446167;0,3792994618;422,0446167;1,123600006;
420,9671021;0,3879051208;420,9671021;1,13201201;
420,0433655;0,3961367309;420,0433655;1,140326142;
418,9654541;0,4064863324;418,9654541;1,152853727;
418,0414124;0,414491266;418,0414124;1,162486196;
416,9631348;0,4237211049;416,9631348;1,176019669;
416,0387878;0,4299649;416,0387878;1,182204604;
414,960144;0,439983964;414,960144;1,198484182;
414,0354614;0,4499624968;414,0354614;1,218278646;
412,9564819;0,4604786336;412,9564819;1,240292311;
412,0314941;0,4709879756;412,0314941;1,262114406;
410,9521484;0,4821421504;410,9521484;1,28658545;
410,026825;0,4915388823;410,026825;1,310229778;
408,9471436;0,5077667236;408,9471436;1,349167705;
408,0215149;0,5233595371;408,0215149;1,389929295;
406,9414673;0,5418998003;406,9414673;1,444149375;
406,0155334;0,5563114285;406,0155334;1,48758626;
404,9351196;0,577192843;404,9351196;1,544752359;
404,0089111;0,5957809091;404,0089111;1,594212294;
402,9281311;0,6231060624;402,9281311;1,683560371;
402,0015869;0,6484171748;402,0015869;1,767932057;
401,0749207;0,6740384102;401,0749207;1,849342823;
399,9936523;0,7029360533;399,9936523;1,952927113;

base;
base
Collection Time: 15.10.2024 15:29:16
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3,00
Start (nm)                        600,0
Stop (nm)                         400,0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600,00
UV-Vis Data Interval (nm)         1,00
UV-Vis Ave. Time (sec)            0,1000
Beam Mode                         Dual Beam
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 15.10.2024 10:35:30
Method Modifications:
UVVIS SAT Changed: 15.10.2024 15:29:01, Old:0,0125, New:0,1000
Common SAT Changed: 15.10.2024 15:29:01, Old:0,0125, New:0,1000
X Start nm Changed: 15.10.2024 15:29:03, Old:  800,0, New:  600,0
X Stop nm Changed: 15.10.2024 15:29:03, Old:  200,0, New:  400,0
Common Interval nm Changed: 15.10.2024 15:29:03, Old:     5,00, New:     1,00
End Method Modifications
<Current Wavelength> , 401,1

ex;
ex
Collection Time: 15.10.2024 15:30:58
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3,00
Start (nm)                        600,0
Stop (nm)                         400,0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600,00
UV-Vis Data Interval (nm)         1,00
UV-Vis Ave. Time (sec)            0,1000
Beam Mode                         Dual Beam
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 15.10.2024 10:35:30
Method Modifications:
UVVIS SAT Changed: 15.10.2024 15:29:01, Old:0,0125, New:0,1000
Common SAT Changed: 15.10.2024 15:29:01, Old:0,0125, New:0,1000
X Start nm Changed: 15.10.2024 15:29:03, Old:  800,0, New:  600,0
X Stop nm Changed: 15.10.2024 15:29:03, Old:  200,0, New:  400,0
Common Interval nm Changed: 15.10.2024 15:29:03, Old:     5,00, New:     1,00
End Method Modifications
<Current Wavelength> , 401,1

