434,0376892;0,2704267204;434,0376892;1,078851938;
432,9624023;0,2771093547;432,9624023;1,080170631;
432,0405884;0,2820841372;432,0405884;1,08096385;
430,9649353;0,2893917859;430,9649353;1,083598018;
430,0427856;0,2969172597;430,0427856;1,086403489;
428,9667664;0,3051908016;428,9667664;1,09084475;
428,044281;0,311789155;428,044281;1,094622374;
426,9678955;0,3193505704;426,9678955;1,099521399;
426,045105;0,325858444;426,045105;1,104324937;
424,9683228;0,335180819;424,9683228;1,111645818;
424,0451965;0,343721956;424,0451965;1,118363261;
422,9680481;0,3525979519;422,9680481;1,126603842;
422,0446167;0,3598722517;422,0446167;1,132574439;
420,9671021;0,3675985634;420,9671021;1,140534997;
420,0433655;0,3761484921;420,0433655;1,149752855;
418,9654541;0,3855077922;418,9654541;1,161077261;
418,0414124;0,3926478028;418,0414124;1,171548724;
416,9631348;0,4019523859;416,9631348;1,183459282;
416,0387878;0,4072550535;416,0387878;1,190067053;
414,960144;0,4165621698;414,960144;1,205442548;
414,0354614;0,4264396727;414,0354614;1,225040197;
412,9564819;0,4368113279;412,9564819;1,246446371;
412,0314941;0,4462039471;412,0314941;1,267254353;
410,9521484;0,456530422;410,9521484;1,292816162;
410,026825;0,4664599597;410,026825;1,316406131;
408,9471436;0,4818098843;408,9471436;1,355495453;
408,0215149;0,4961063862;408,0215149;1,396337986;
406,9414673;0,5134961605;406,9414673;1,447896361;
406,0155334;0,5284009576;406,0155334;1,492156267;
404,9351196;0,5474994183;404,9351196;1,545994401;
404,0089111;0,5661380291;404,0089111;1,595328808;
402,9281311;0,5945085883;402,9281311;1,684888482;
402,0015869;0,6182131171;402,0015869;1,762724996;
401,0749207;0,6414593458;401,0749207;1,845957637;
399,9936523;0,6704616547;399,9936523;1,946991444;

base;
base
Collection Time: 15.10.2024 15:26:11
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3,00
Start (nm)                        600,0
Stop (nm)                         400,0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600,00
UV-Vis Data Interval (nm)         1,00
UV-Vis Ave. Time (sec)            0,1000
Beam Mode                         Dual Beam
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 15.10.2024 10:35:30
Method Modifications:
UVVIS SAT Changed: 15.10.2024 15:24:43, Old:0,0125, New:0,1000
Common SAT Changed: 15.10.2024 15:24:43, Old:0,0125, New:0,1000
X Start nm Changed: 15.10.2024 15:24:46, Old:  800,0, New:  600,0
X Stop nm Changed: 15.10.2024 15:24:46, Old:  200,0, New:  400,0
Common Interval nm Changed: 15.10.2024 15:24:46, Old:     5,00, New:     1,00
End Method Modifications
<Current Wavelength> , 401,1

ex;
ex
Collection Time: 15.10.2024 15:27:14
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3,00
Start (nm)                        600,0
Stop (nm)                         400,0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600,00
UV-Vis Data Interval (nm)         1,00
UV-Vis Ave. Time (sec)            0,1000
Beam Mode                         Dual Beam
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 15.10.2024 10:35:30
Method Modifications:
UVVIS SAT Changed: 15.10.2024 15:24:43, Old:0,0125, New:0,1000
Common SAT Changed: 15.10.2024 15:24:43, Old:0,0125, New:0,1000
X Start nm Changed: 15.10.2024 15:24:46, Old:  800,0, New:  600,0
X Stop nm Changed: 15.10.2024 15:24:46, Old:  200,0, New:  400,0
Common Interval nm Changed: 15.10.2024 15:24:46, Old:     5,00, New:     1,00
End Method Modifications
<Current Wavelength> , 401,1

