438,0297546;0,1526997834;438,0297546;0,3051630855;
436,9552612;0,1537572891;436,9552612;0,3049451113;
436,0340881;0,1547793895;436,0340881;0,3047244847;
434,959198;0,1561101526;434,959198;0,3043762445;
434,0376892;0,1572679132;434,0376892;0,3043342233;
432,9624023;0,1587713212;432,9624023;0,3046072721;
432,0405884;0,1597577482;432,0405884;0,304513365;
430,9649353;0,1611588299;430,9649353;0,3050654531;
430,0427856;0,1627838165;430,0427856;0,3056951165;
428,9667664;0,1645690799;428,9667664;0,3063921928;
428,044281;0,1659028083;428,044281;0,3072516024;
426,9678955;0,1673899442;426,9678955;0,3083051741;
426,045105;0,1686961055;426,045105;0,3090900779;
424,9683228;0,1706351787;424,9683228;0,3106840253;
424,0451965;0,1725454628;424,0451965;0,311971426;
422,9680481;0,1744348556;422,9680481;0,3134958744;
422,0446167;0,1759156138;422,0446167;0,3147743046;
420,9671021;0,1776288301;420,9671021;0,3163615465;
420,0433655;0,1794635206;420,0433655;0,3181779385;
418,9654541;0,1814877242;418,9654541;0,3201715648;
418,0414124;0,1829895377;418,0414124;0,3221334517;
416,9631348;0,1846038252;416,9631348;0,3244725764;
416,0387878;0,1854547709;416,0387878;0,3256826401;
414,960144;0,1872660667;414,960144;0,3286833763;
414,0354614;0,1890502572;414,0354614;0,3321965337;
412,9564819;0,1910732538;412,9564819;0,336400032;
412,0314941;0,1930072904;412,0314941;0,34034881;
410,9521484;0,1950284094;410,9521484;0,3454354405;
410,026825;0,1968149096;410,026825;0,3496701121;
408,9471436;0,1997627914;408,9471436;0,3575155735;
408,0215149;0,2025033683;408,0215149;0,3648734987;
406,9414673;0,2060040832;406,9414673;0,3745346963;
406,0155334;0,2091190368;406,0155334;0,3828646541;
404,9351196;0,2125234157;404,9351196;0,3934691846;
404,0089111;0,2159079015;404,0089111;0,4043517411;
402,9281311;0,2214687616;402,9281311;0,4207318723;
402,0015869;0,2263207436;402,0015869;0,436173439;
401,0749207;0,2311577201;401,0749207;0,4526695907;
399,9936523;0,237077713;399,9936523;0,4721419215;

base;
base
Collection Time: 15.10.2024 15:22:27
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3,00
Start (nm)                        600,0
Stop (nm)                         400,0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600,00
UV-Vis Data Interval (nm)         1,00
UV-Vis Ave. Time (sec)            0,1000
Beam Mode                         Dual Beam
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 15.10.2024 10:35:30
Method Modifications:
UVVIS SAT Changed: 15.10.2024 15:22:04, Old:0,0125, New:0,1000
Common SAT Changed: 15.10.2024 15:22:04, Old:0,0125, New:0,1000
X Start nm Changed: 15.10.2024 15:22:07, Old:  800,0, New:  600,0
X Stop nm Changed: 15.10.2024 15:22:07, Old:  200,0, New:  400,0
Common Interval nm Changed: 15.10.2024 15:22:07, Old:     5,00, New:     1,00
End Method Modifications
<Current Wavelength> , 401,1

ex;
ex
Collection Time: 15.10.2024 15:23:30
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3,00
Start (nm)                        600,0
Stop (nm)                         400,0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600,00
UV-Vis Data Interval (nm)         1,00
UV-Vis Ave. Time (sec)            0,1000
Beam Mode                         Dual Beam
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 15.10.2024 10:35:30
Method Modifications:
UVVIS SAT Changed: 15.10.2024 15:22:04, Old:0,0125, New:0,1000
Common SAT Changed: 15.10.2024 15:22:04, Old:0,0125, New:0,1000
X Start nm Changed: 15.10.2024 15:22:07, Old:  800,0, New:  600,0
X Stop nm Changed: 15.10.2024 15:22:07, Old:  200,0, New:  400,0
Common Interval nm Changed: 15.10.2024 15:22:07, Old:     5,00, New:     1,00
End Method Modifications
<Current Wavelength> , 401,1

